"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.8144895","SUMINISTRO DE INSUMOS QUÍMICOS; HERRAMIENTAS Y EQUIPOS NECESARIOS PARA EL MANTENIMIENTO DE LA PISCINA OLIMPICA LOS COMUNEROS UBICADA EN EL BARRIO EL PORVENIR DEL MUNICIPIO DE RIONEGRO (Presentación de","SUMINISTRO DE INSUMOS QUÍMICOS, HERRAMIENTAS Y EQUIPOS NECESARIOS PARA EL MANTENIMIENTO DE LA PISCINA OLIMPICA LOS COMUNEROS UBICADA EN EL BARRIO EL PORVENIR DEL MUNICIPIO DE RIONEGRO","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8020758","IMER","890985523","grupo compuesto por la gerencia y juridica","SERVICES INTEGRALES SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$170.000.000","$1.095.283","9","Mes(es)","0","1","04/21/2025","05/07/2025","05/08/2025"
"CO1.REQ.9027100","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA SUBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECR","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA  UBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECRETARÍA DISTRITAL DE SALUD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8892584","FONDO FINANCIERO DISTRITAL DE SALUD..","8002469532","SUBDIRECCION DE CONTRATACIÓN","UNIÓN TEMPORAL KASSEL  POLCO FFDS-SASI-015-2025","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$4.226.823.262","$282.279.880","48","día(s)","0","1","10/03/2025","11/06/2025","11/28/2025"
"CO1.REQ.7959019","ADQUISICIÓN DE LA DOTACION (TRAJE FORMAL; ZAPATO FORMAL; UNIFORMES DE LABOR O MANTENIMIENTO Y ZAPATOS DE LABOR O MANTENIMIENTO) Y TARJETAS CANJEABLES; PARA EL PERSONAL CIVIL ORGANICO DEL COMANDO AÉREO","ADQUISICIÓN DE LA DOTACION (TRAJE FORMAL, ZAPATO FORMAL, UNIFORMES DE LABOR O MANTENIMIENTO Y ZAPATOS DE LABOR O MANTENIMIENTO) Y TARJETAS CANJEABLES, PARA EL PERSONAL CIVIL ORGANICO DEL COMANDO AÉREO DE MANTENIMIENTO, SEGÚN FICHA TECNICA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7860443","COMANDO AEREO DE MANTENIMIENTO","800141641","CAMAN","BACET GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$275.990.000","$73.796.807","5","Mes(es)","0","1","03/18/2025","04/11/2025","04/21/2025"
"CO1.REQ.8383987","MATERIALES DE FORMACION CASA 2025 (Presentación de oferta)","Suministro de materiales de formación, bienes de consumo y otros insumos, necesarios para atender las áreas de Formación Profesional Integral en los diferentes programas del Centro Atención Sector Agropecuario, de la Regional Risaralda, para la vigencia 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8261547","SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//","899999034","CENTRO ATENCIÓN SECTOR AGROPECUARIO","MUNDIAL DE SUMINISTROS Y CONTRATOS S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$784.643.082","$18.665.568","0","día(s)","0","1","06/09/2025","06/19/2025","06/25/2025"
"CO1.REQ.8383987","MATERIALES DE FORMACION CASA 2025 (Presentación de oferta)","Suministro de materiales de formación, bienes de consumo y otros insumos, necesarios para atender las áreas de Formación Profesional Integral en los diferentes programas del Centro Atención Sector Agropecuario, de la Regional Risaralda, para la vigencia 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8261547","SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//","899999034","CENTRO ATENCIÓN SECTOR AGROPECUARIO","TRES A SOLUTIONS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$784.643.082","$160.021.589","0","día(s)","0","1","06/09/2025","06/19/2025","06/25/2025"
"CO1.REQ.8383987","MATERIALES DE FORMACION CASA 2025 (Presentación de oferta)","Suministro de materiales de formación, bienes de consumo y otros insumos, necesarios para atender las áreas de Formación Profesional Integral en los diferentes programas del Centro Atención Sector Agropecuario, de la Regional Risaralda, para la vigencia 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8261547","SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//","899999034","CENTRO ATENCIÓN SECTOR AGROPECUARIO","EQUISUMINISTROS Y CONSTRUCCIONES SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$784.643.082","$10.108.812","0","día(s)","0","1","06/09/2025","06/19/2025","06/25/2025"
"CO1.REQ.9009492","LA ADQUISICION E INSTALACION DE SILLAS DE POLIPROPILENO PARA LAS GRADERIAS DE ESCUELA DE POLICIA  CARLOS EUGENIO RESTREPO  (Presentación de oferta)","LA ADQUISICION E INSTALACION DE SILLAS DE POLIPROPILENO PARA LAS GRADERIAS DE ESCUELA DE POLICIA CARLOS EUGENIO RESTREPO","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8874691","ESCUELA DE POLICIA CARLOS EUGENIO RESTREPO","800141259","ESCUELA DE POLICIA CARLOS EUGENIO RESTREPO -ok","ARHO SOLUCIONES S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$199.480.394","$197.472.132","40","día(s)","0","1","10/01/2025","10/23/2025","10/26/2025"
"CO1.REQ.7982639","SUMINISTROS DE VÍVERES Y OTROS ELEMENTOS CON DESTINO A LA PREPARACIÓN DE ALIMENTOS PARA EL PERSONAL DE POLICIA DEL EMCAR QUE SE ENCUENTRA PRESTANDO SERVICIOS EN EL CORREGIMIENTO DE PUERTO CLAVER EN EL","SUMINISTROS DE VÍVERES Y OTROS ELEMENTOS CON DESTINO A LA PREPARACIÓN DE ALIMENTOS PARA EL PERSONAL DE POLICIA DEL EMCAR QUE SE ENCUENTRA PRESTANDO SERVICIOS EN EL CORREGIMIENTO DE PUERTO CLAVER EN EL MUNICIPIO DE EL BAGRE - ANTIOQUIA","Abierto","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7858977","MUNICIPIO DE EL BAGRE","890984221","SECRETARIA DE PLANEACION","No Definido","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$342.605.010","$0","11","Mes(es)","0","1","03/18/2025","04/02/2025",
"CO1.REQ.8355347","ADQUISICIÓN E INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO A TODO COSTO DE EQUIPOS DE AIRE ACONDICIONADOS PARA LA POLICÍA METROPOLITANA DE CARTAGENA DE INDIAS y DEMÁS UNIDADES AGREGADAS (Presentación de ofe","ADQUISICIÓN E INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO A TODO COSTO DE EQUIPOS DE AIRE ACONDICIONADOS PARA LA POLICÍA METROPOLITANA DE CARTAGENA DE INDIAS y DEMÁS UNIDADES AGREGADAS","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8233727","POLICIA METROPOLITANA DE CARTAGENA DE INDIAS","900149064","METROPOLITANA DE CARTAGENA","INGENIERIA E INVERSIONES  LASKO SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$201.525.310","$195.520.842","60","día(s)","0","1","06/03/2025","07/04/2025","07/11/2025"
"CO1.REQ.9027100","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA SUBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECR","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA  UBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECRETARÍA DISTRITAL DE SALUD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8892584","FONDO FINANCIERO DISTRITAL DE SALUD..","8002469532","SUBDIRECCION DE CONTRATACIÓN","Scientific Products SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$4.226.823.262","$282.279.880","48","día(s)","0","1","10/03/2025","11/06/2025","11/28/2025"
"CO1.REQ.9027100","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA SUBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECR","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA  UBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECRETARÍA DISTRITAL DE SALUD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8892584","FONDO FINANCIERO DISTRITAL DE SALUD..","8002469532","SUBDIRECCION DE CONTRATACIÓN","INNOVACION TECNOLOGICA S.A.S - INNOVATEK S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$4.226.823.262","$593.061.400","48","día(s)","0","1","10/03/2025","11/06/2025","11/28/2025"
"CO1.REQ.8449117","C268-Adquirir la renovación de las licencias del equipo de seguridad perimetral y antivirus; renovación del pool de direcciones IPV6 y renovación de las licencias de los dispositivos Access Point para","Adquirir la renovación de las licencias del equipo de seguridad perimetral y antivirus, renovación del pool de direcciones IPV6 y renovación de las licencias de los dispositivos Access Point para el Instituto Colombiano de Antropología e Historia","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8322503","ICANH","830067892","Oficina de Contratos","REDNEET SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$238.196.663","$26.089.560","120","día(s)","0","1","06/20/2025","07/08/2025","07/15/2025"
"CO1.REQ.9027100","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA SUBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECR","ADQUISICIÓN DE EQUIPOS PARA EL CONTROL DE CONDICIONES AMBIENTALES Y PARA EL DESARROLLO DE PROCESAMIENTO ANALÍTICO DE LAS MUESTRAS REMITIDAS A LA  UBDIRECCIÓN DE LABORATORIO DE SALUD PÚBLICA DE LA SECRETARÍA DISTRITAL DE SALUD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8892584","FONDO FINANCIERO DISTRITAL DE SALUD..","8002469532","SUBDIRECCION DE CONTRATACIÓN","QUIMITRONICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$4.226.823.262","$237.190.000","48","día(s)","0","1","10/03/2025","11/06/2025","11/28/2025"
"CO1.REQ.8383987","MATERIALES DE FORMACION CASA 2025 (Presentación de oferta)","Suministro de materiales de formación, bienes de consumo y otros insumos, necesarios para atender las áreas de Formación Profesional Integral en los diferentes programas del Centro Atención Sector Agropecuario, de la Regional Risaralda, para la vigencia 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8261547","SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//","899999034","CENTRO ATENCIÓN SECTOR AGROPECUARIO","Deicy Bravo Jojoa","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$784.643.082","$125.904.557","0","día(s)","0","1","06/09/2025","06/19/2025","06/25/2025"
"CO1.REQ.7958655","150-SIE-003-25 BEBIDAS  (Presentación de oferta)","CONTRATAR EL SUMINISTRO DE BEBIDAS GASEOSAS, AGUA, JUGOS Y TE POR DEMANDA A PRECIOS UNITARIOS PARA COMERCIALIZAR EN EL PROYECTO EXPENDIO DE LA CÁRCEL Y PENITENCIARIA CON ALTA Y MEDIA SEGURIDAD EL BARNE - CPAMSEB","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7846376","CPAMSEB","8200009822","SUBASTA DE PRUEBA","GRUPO EMPRESARIAL SHALOM GES S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$650.000.000","$650.000.000","8","Mes(es)","0","1","03/17/2025","04/01/2025",
"CO1.REQ.7959019","ADQUISICIÓN DE LA DOTACION (TRAJE FORMAL; ZAPATO FORMAL; UNIFORMES DE LABOR O MANTENIMIENTO Y ZAPATOS DE LABOR O MANTENIMIENTO) Y TARJETAS CANJEABLES; PARA EL PERSONAL CIVIL ORGANICO DEL COMANDO AÉREO","ADQUISICIÓN DE LA DOTACION (TRAJE FORMAL, ZAPATO FORMAL, UNIFORMES DE LABOR O MANTENIMIENTO Y ZAPATOS DE LABOR O MANTENIMIENTO) Y TARJETAS CANJEABLES, PARA EL PERSONAL CIVIL ORGANICO DEL COMANDO AÉREO DE MANTENIMIENTO, SEGÚN FICHA TECNICA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7860443","COMANDO AEREO DE MANTENIMIENTO","800141641","CAMAN","BACET GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$275.990.000","$103.289.369","5","Mes(es)","0","1","03/18/2025","04/11/2025","04/21/2025"
"CO1.REQ.8249577","ADQUISICIÓN Y/O SUMINISTRO DE MATERIALES DE FORMACIÓN PARA LOS DIFERENTES PROGRAMAS DEL CENTRO DE INDUSTRIA Y SERVICIOS DEL META PARA LA VIGENCIA 2025 (Presentación de oferta)","ADQUISICIÓN Y/O SUMINISTRO DE MATERIALES DE FORMACIÓN PARA LOS DIFERENTES
PROGRAMAS DEL CENTRO DE INDUSTRIA Y SERVICIOS DEL META PARA LA VIGENCIA 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8129975","SENA REGIONAL META Grupo de Apoyo Administrativo Mixto","899999034","CONTRATACION CISM 2026","GRUPO EMPRESARIAL CDJ S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$716.950.783","$6.847.131","180","día(s)","0","1","05/13/2025","06/04/2025","06/17/2025"
"CO1.REQ.8249577","ADQUISICIÓN Y/O SUMINISTRO DE MATERIALES DE FORMACIÓN PARA LOS DIFERENTES PROGRAMAS DEL CENTRO DE INDUSTRIA Y SERVICIOS DEL META PARA LA VIGENCIA 2025 (Presentación de oferta)","ADQUISICIÓN Y/O SUMINISTRO DE MATERIALES DE FORMACIÓN PARA LOS DIFERENTES
PROGRAMAS DEL CENTRO DE INDUSTRIA Y SERVICIOS DEL META PARA LA VIGENCIA 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8129975","SENA REGIONAL META Grupo de Apoyo Administrativo Mixto","899999034","CONTRATACION CISM 2026","GRUPO EMPRESARIAL CDJ S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$716.950.783","$13.174.135","180","día(s)","0","1","05/13/2025","06/04/2025","06/17/2025"
"CO1.REQ.9177292","13962-ADQUISICIÓN DE PRENDAS DE IDENTIFICACIÓN INSTITUCIONAL PARA LOS GESTORES DEL ORDEN DE LA SECRETARÍA DISTRITAL DE SEGURIDAD; CONVIVENCIA Y JUSTICIA. (Presentación de oferta)","13962-ADQUISICIÓN DE PRENDAS DE IDENTIFICACIÓN INSTITUCIONAL PARA LOS GESTORES DEL ORDEN DE LA SECRETARÍA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9054717","SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA","899999061","Dirección Jurídica y Contractual","MARCELO GARCIA MG MARCEL SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$310.716.836","$310.716.836","0","día(s)","0","1","11/04/2025","11/25/2025",
"CO1.REQ.8276161","SUMINISTRO MONTO AGOTABLE MATERIALES DE FORMACION 2025 CFC LOTE1 AGRICOLA LOTE2 AGROINDUSTRIA LOTE3 FERRETERIA (Presentación de oferta)","17_9112_125 CONTRATAR EL SUMINISTRO POR MONTO AGOTABLE CON PRECIOS UNITARIOS FIJOS DE
MATERIALES DE FORMACIÓN PARA LA ORIENTACION DE LOS PROGRAMAS TITULADOS, POBL.
ECONOMÍA CAMPESINA Y ECONOMÍA POPULAR NAL, FIC, DESPLAZADOS, AMT Y PRODUCCIÓN DE
CENTRO, EN EL CENTRO PARA LA FORMACIÓN CAFETERA DEL SENA REGIONAL CALDAS. LOTE1 AGRICOLA LOTE2 AGROINDUSTRIA LOTE3 FERRETERIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8150950","SENA REGIONAL CALDAS CENTRO PARA LA FORMACION CAFETERA","899999034","UNIDAD DE CONTRATACION CFC","TRES A SOLUTIONS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$886.610.956","$222.442.218","180","día(s)","0","1","05/16/2025","06/11/2025","06/17/2025"
"CO1.REQ.8261689","ADQUISICIÓN A TÍTULO DE COMPRA DE ROPA DE TRABAJO Y ZAPATOS PARA LOS EMPLEADOS PÚBLICOS DEL SENA REGIONAL META (Presentación de oferta)","ADQUISICIÓN A TÍTULO DE COMPRA DE ROPA DE TRABAJO Y ZAPATOS PARA LOS EMPLEADOS PÚBLICOS DEL SENA REGIONAL META","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8141768","SENA REGIONAL META Grupo de Apoyo Administrativo Mixto","899999034","GRUPO DE CONTRATACION DESPACHO","gildardo abad agudelo lopez","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$246.846.256","$13.875.000","1","Mes(es)","0","1","05/15/2025","06/10/2025","06/13/2025"
"CO1.REQ.8225264","SUMINISTRO DE ELEMENTOS DE DOTACION (KIT DE INCORPORACION) CON DESTINO A LOS SOLDADOS INCORPORADOS (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE DOTACION (KIT DE INCORPORACION) CON DESTINO A LOS SOLDADOS INCORPORADOS DE LAS UNIDADES CENTRALIZADAS ADMINISTRATIVAMENTE POR LA CENTRAL ADMINISTRATIVA Y CONTABLE USAQUEN.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8100629","Central administrativa regional Usaquen","800131070","CENTRAL ADMINISTRATIVA Y CONTABLE USAQUEN","DISTRIBUCIÓN Y SERVICIO SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$663.640.469","$499.353.877","0","día(s)","0","1","05/07/2025","05/28/2025","06/04/2025"
